team_id,team_name,country,academic
554,Squareroots,DE,0
555,CCCAC,DE,0
556,IMT3501,,0
557,SiBears,RU,1
558,[censored],RU,1
559,Hackademics,DE,0
560,Tracer Tea,,0
561,WizardsOfDos,DE,1
564,f0gd0gs,,0
565,CeSeNA__,IT,0
566,PeterPEN,RU,0
567,coredump,CH,0
569,MLP,,0
570,Gustav,,0
571,BTF4CTF,UA,0
572,RPISEC,US,1
573,NULLify,US,1
576,Sentinel,MY,1
577,UFO,,0
579,daemons,ID,0
583,Ring0,DK,0
584,Reversing-Group,,0
585,hxp,,0
586,Bushwhackers,RU,1
588,InVaR,,0
589,Littlenuns,,0
590,Activalink,ES,0
594,Nonamed,,0
597,Lemon,,0
599,ForbiddenBITS,TN,0
601,Team Reboot,,0
603,ChocolateMakers,IT,0
604,Tasteless,,0
607,PPP1,,0
608,Animal Pharm,,0
609,PPP2,US,0
610,w3pwnz,FR,0
611,Mr Lee's Greater Hong Kong Deliverators,,0
612,thingys,,0
613,PPP3,,0
614,Wechall,,0
617,0xbadf00d,GB,0
619,untitled,US,1
622,PwningYeti,US,0
626,goo,SK,0
630,bustaMOV,,0
631,SCDT,US,1
632,Keysec,FR,0
633,Security Daemons,US,1
645,ipwnu,CA,0
646,Wildcats,ID,0
648,PHT,,0
649,VTCSec,,0
651,xelenonz,TH,0
652,pktkosakuin,,0
657,hst,,0
660,kiLLaBEEz,,0
662,bi0s,IN,1
666,666,IM,0
667,OrderZero,US,0
675,Mr.X,,0
681,STeam,VN,0
684,BroCTF,,0
694,Hashdump,,0
696,keys,,0
701,t3st,,0
705,HitMen,,0
707,JustTrying,,0
711,Neutrino,,0
712,ZM4LW4R3,DZ,0
713,scr0tum,,0
714,asdf,,0
716,Hydra,,0
719,Cobra Kai,,0
720,tinpardo,,0
723,SigSegV,IN,0
724,vagante,,0
725,whattheheck,,0
727,wyman,,0
731,webster,,0
733,weekend warriors,,0
737,HanSolo,,0
738,superteam,,0
739,B-Team,,0
740,poseidon,,0
741,test,,0
747,lolilol,,0
752,encoder,,0
753,Lumen_ASRT,,0
755,0xDEF,RO,0
757,LSE,FR,1
760,0daysober,CG,0
761,0x8F,,0
762,dcua,UA,1
769,bkitsec,VN,1
771,PTHC,,0
773,3mpoma,,0
776,TeamTMP,KR,0
781,psw,,0
783,kerker,,0
